MOM_ID	SAS_ID	PROJECT	PREDECESSOR_MOM_ID	PREDECESSOR_SAS_ID	STORAGE_MANAGER	SPACE_USED	CHANNELWIDTH	MAX_EXPOSURE	MIN_EXPOSURE	NR_CORRELATED
628897	425745	LT5_006	628794	425539	CasaStorageManagers	0.00618643456	12207.03125	1502.0	1502.0	8
628899	425749	LT5_006	628795	425541	CasaStorageManagers	0.00618643456	12207.03125	1502.0	1502.0	8
628901	425753	LT5_006	628796	425543	CasaStorageManagers	0.00618643456	12207.03125	1502.0	1502.0	8
628903	425757	LT5_006	628797	425545	CasaStorageManagers	0.00618643456	12207.03125	1502.0	1502.0	8
628905	425761	LT5_006	628798	425547	CasaStorageManagers	0.00618643456	12207.03125	1502.0	1502.0	8
628907	425765	LT5_006	628799	425549	CasaStorageManagers	0.00618643456	12207.03125	1502.0	1502.0	8
628909	425769	LT5_006	628800	425551	CasaStorageManagers	0.00618643456	12207.03125	1502.0	1502.0	8
628911	425773	LT5_006	628801	425553	CasaStorageManagers	0.00618643456	12207.03125	1502.0	1502.0	8
628913	425777	LT5_006	628802	425555	CasaStorageManagers	0.00618643456	12207.03125	1502.0	1502.0	8
628915	425781	LT5_006	628803	425557	CasaStorageManagers	0.00618643456	12207.03125	1502.0	1502.0	8
628917	425785	LT5_006	628804	425559	CasaStorageManagers	0.00618643456	12207.03125	1502.0	1502.0	8
628919	425789	LT5_006	628805	425561	CasaStorageManagers	0.00618643456	12207.03125	1502.0	1502.0	8
628921	425793	LT5_006	628806	425563	CasaStorageManagers	0.00618643456	12207.03125	1502.0	1502.0	8
628923	425797	LT5_006	628807	425565	CasaStorageManagers	0.00618643456	12207.03125	1502.0	1502.0	8
628925	425801	LT5_006	628808	425567	CasaStorageManagers	0.00618643456	12207.03125	1502.0	1502.0	8
628927	425805	LT5_006	628809	425569	CasaStorageManagers	0.00618643456	12207.03125	1502.0	1502.0	8
628929	425809	LT5_006	628810	425571	CasaStorageManagers	0.00618643456	12207.03125	1502.0	1502.0	8
630136	426582	LC5_022	630135	426580	CasaStorageManagers	0.09510494208	48828.125	1442.0	1442.0	401
630144	426594	LC5_022	630143	426592	CasaStorageManagers	0.09534546944	48828.125	1442.0	1442.0	402
630152	426606	LC5_022	630151	426604	CasaStorageManagers	0.09580114944	48828.125	1442.0	1442.0	404
630160	426618	LC5_022	630159	426616	CasaStorageManagers	0.09749582848	48828.125	1442.0	1442.0	411
