SAS_ID	PROJECT	PREDDECESSOR_MOM_ID	PREDECESSOR_SAS_ID	PREDECESSOR_TYPE	STORAGE_MANAGER	SPACE_USED	RA	DEC	SAPS	FREQ_RES	TIME_RES	CHANNEL_WIDTH	CLOCK	MAX_EXPOSURE	MIN_EXPOSURE	ANTENNA_SET	NR_STATIONS	NR_INT_STATIONS	NR_CORRELATED	DEMIXING
102492	LC0_019	224699	224699	Interferometer - 110-190 MHz	CasaStorageManagers	0.28192791552	1.234002825E+002,1.27649166666667E+002,1.2255278590828E+002,1.18186468515342E+002,1.1873248502934401E+002,1.24382862017261E+002,1.28897947735429E+002	4.8217383611111103E+001,4.5725000000000001E+001,4.44400836352428E+001,4.6734460490840704E+001,5.0537579471421203E+001,5.1987462043682299E+001,4.945132	0,1,2,3,4,5,6	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	18	1
102492	LC0_019	224699	224699	Interferometer - 110-190 MHz	CasaStorageManagers	0.28192490496	1.234002825E+002,1.27649166666667E+002,1.2255278590828E+002,1.18186468515342E+002,1.1873248502934401E+002,1.24382862017261E+002,1.28897947735429E+002	4.8217383611111103E+001,4.5725000000000001E+001,4.44400836352428E+001,4.6734460490840704E+001,5.0537579471421203E+001,5.1987462043682299E+001,4.945132	0,1,2,3,4,5,6	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	18	1
102492	LC0_019	224699	224699	Interferometer - 110-190 MHz	CasaStorageManagers	0.28192270336	1.234002825E+002,1.27649166666667E+002,1.2255278590828E+002,1.18186468515342E+002,1.1873248502934401E+002,1.24382862017261E+002,1.28897947735429E+002	4.8217383611111103E+001,4.5725000000000001E+001,4.44400836352428E+001,4.6734460490840704E+001,5.0537579471421203E+001,5.1987462043682299E+001,4.945132	0,1,2,3,4,5,6	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	18	1
102492	LC0_019	224699	224699	Interferometer - 110-190 MHz	CasaStorageManagers	0.2819234816	1.234002825E+002,1.27649166666667E+002,1.2255278590828E+002,1.18186468515342E+002,1.1873248502934401E+002,1.24382862017261E+002,1.28897947735429E+002	4.8217383611111103E+001,4.5725000000000001E+001,4.44400836352428E+001,4.6734460490840704E+001,5.0537579471421203E+001,5.1987462043682299E+001,4.945132	0,1,2,3,4,5,6	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	18	1
102492	LC0_019	224699	224699	Interferometer - 110-190 MHz	CasaStorageManagers	0.28192845824	1.234002825E+002,1.27649166666667E+002,1.2255278590828E+002,1.18186468515342E+002,1.1873248502934401E+002,1.24382862017261E+002,1.28897947735429E+002	4.8217383611111103E+001,4.5725000000000001E+001,4.44400836352428E+001,4.6734460490840704E+001,5.0537579471421203E+001,5.1987462043682299E+001,4.945132	0,1,2,3,4,5,6	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	18	1
102492	LC0_019	224699	224699	Interferometer - 110-190 MHz	CasaStorageManagers	0.28192477184	1.234002825E+002,1.27649166666667E+002,1.2255278590828E+002,1.18186468515342E+002,1.1873248502934401E+002,1.24382862017261E+002,1.28897947735429E+002	4.8217383611111103E+001,4.5725000000000001E+001,4.44400836352428E+001,4.6734460490840704E+001,5.0537579471421203E+001,5.1987462043682299E+001,4.945132	0,1,2,3,4,5,6	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	18	1
346454	LC4_008	525079	525079	Beam Observation - 110-190 MHz	CasaStorageManagers	7.40779124736	2.4275E+002,2.4098316666700001E+002,2.4613412500000001E+002,2.4069325000000001E+002	5.5E+001,5.7515166666699997E+001,5.6874472222199998E+001,5.2732527777800001E+001	0,1,2,3	12207.031248	2.00278	3051.757812	200	27599	27599	HBA Dual Inner	36	0	368	1
346458	LC4_008	525079	525079	Beam Observation - 110-190 MHz	CasaStorageManagers	0.78505394176	2.4275E+002,2.4098316666700001E+002,2.4613412500000001E+002,2.4069325000000001E+002	5.5E+001,5.7515166666699997E+001,5.6874472222199998E+001,5.2732527777800001E+001	0,1,2,3	12207.031248	2.00278	3051.757812	200	27599	27599	HBA Dual Inner	36	0	39	1
346464	LC4_008	525089	525089	Beam Observation - 110-190 MHz	CasaStorageManagers	0.16362150912	2.7738249999999999E+002	4.8746111111099999E+001	0	12207.031248	2.00278	3051.757812	200	599	599	HBA Dual Inner	36	0	371	1
346450	LC4_008	525075	525075	Beam Observation - 110-190 MHz	CasaStorageManagers	0.1636231168	2.128355E+002	5.2202738888900001E+001	0	12207.031248	2.00278	3051.757812	200	599	599	HBA Dual Inner	36	0	371	1
346456	LC4_008	525079	525079	Beam Observation - 110-190 MHz	CasaStorageManagers	0.78505529344	2.4275E+002,2.4098316666700001E+002,2.4613412500000001E+002,2.4069325000000001E+002	5.5E+001,5.7515166666699997E+001,5.6874472222199998E+001,5.2732527777800001E+001	0,1,2,3	12207.031248	2.00278	3051.757812	200	27599	27599	HBA Dual Inner	36	0	39	1
346460	LC4_008	525079	525079	Beam Observation - 110-190 MHz	CasaStorageManagers	0.7850556416	2.4275E+002,2.4098316666700001E+002,2.4613412500000001E+002,2.4069325000000001E+002	5.5E+001,5.7515166666699997E+001,5.6874472222199998E+001,5.2732527777800001E+001	0,1,2,3	12207.031248	2.00278	3051.757812	200	27599	27599	HBA Dual Inner	36	0	39	1
80508	LC0_019	190492	190492	Interferometer - 110-190 MHz	CasaStorageManagers	6.93629681664	1.234002825E+002,1.27649166666667E+002,1.2255278590828E+002,1.18186468515342E+002,1.1873248502934401E+002,1.24382862017261E+002,1.28897947735429E+002	4.8217383611111103E+001,4.5725000000000001E+001,4.44400836352428E+001,4.6734460490840704E+001,5.0537579471421203E+001,5.1987462043682299E+001,4.945132	0,1,2,3,4,5,6	12207.03125	2	3051.7578125	200	28800	28800	HBA Dual Inner	34	0	380	1
80508	LC0_019	190492	190492	Interferometer - 110-190 MHz	CasaStorageManagers	0.32854043648	1.234002825E+002,1.27649166666667E+002,1.2255278590828E+002,1.18186468515342E+002,1.1873248502934401E+002,1.24382862017261E+002,1.28897947735429E+002	4.8217383611111103E+001,4.5725000000000001E+001,4.44400836352428E+001,4.6734460490840704E+001,5.0537579471421203E+001,5.1987462043682299E+001,4.945132	0,1,2,3,4,5,6	12207.03125	2	3051.7578125	200	28800	28800	HBA Dual Inner	34	0	18	1
80508	LC0_019	190492	190492	Interferometer - 110-190 MHz	CasaStorageManagers	0.32854670336	1.234002825E+002,1.27649166666667E+002,1.2255278590828E+002,1.18186468515342E+002,1.1873248502934401E+002,1.24382862017261E+002,1.28897947735429E+002	4.8217383611111103E+001,4.5725000000000001E+001,4.44400836352428E+001,4.6734460490840704E+001,5.0537579471421203E+001,5.1987462043682299E+001,4.945132	0,1,2,3,4,5,6	12207.03125	2	3051.7578125	200	28800	28800	HBA Dual Inner	34	0	18	1
80508	LC0_019	190492	190492	Interferometer - 110-190 MHz	CasaStorageManagers	0.32854837248	1.234002825E+002,1.27649166666667E+002,1.2255278590828E+002,1.18186468515342E+002,1.1873248502934401E+002,1.24382862017261E+002,1.28897947735429E+002	4.8217383611111103E+001,4.5725000000000001E+001,4.44400836352428E+001,4.6734460490840704E+001,5.0537579471421203E+001,5.1987462043682299E+001,4.945132	0,1,2,3,4,5,6	12207.03125	2	3051.7578125	200	28800	28800	HBA Dual Inner	34	0	18	1
80508	LC0_019	190492	190492	Interferometer - 110-190 MHz	CasaStorageManagers	0.32854291456	1.234002825E+002,1.27649166666667E+002,1.2255278590828E+002,1.18186468515342E+002,1.1873248502934401E+002,1.24382862017261E+002,1.28897947735429E+002	4.8217383611111103E+001,4.5725000000000001E+001,4.44400836352428E+001,4.6734460490840704E+001,5.0537579471421203E+001,5.1987462043682299E+001,4.945132	0,1,2,3,4,5,6	12207.03125	2	3051.7578125	200	28800	28800	HBA Dual Inner	34	0	18	1
80508	LC0_019	190492	190492	Interferometer - 110-190 MHz	CasaStorageManagers	0.32854140928	1.234002825E+002,1.27649166666667E+002,1.2255278590828E+002,1.18186468515342E+002,1.1873248502934401E+002,1.24382862017261E+002,1.28897947735429E+002	4.8217383611111103E+001,4.5725000000000001E+001,4.44400836352428E+001,4.6734460490840704E+001,5.0537579471421203E+001,5.1987462043682299E+001,4.945132	0,1,2,3,4,5,6	12207.03125	2	3051.7578125	200	28800	28800	HBA Dual Inner	34	0	18	1
80508	LC0_019	190492	190492	Interferometer - 110-190 MHz	CasaStorageManagers	0.32854298624	1.234002825E+002,1.27649166666667E+002,1.2255278590828E+002,1.18186468515342E+002,1.1873248502934401E+002,1.24382862017261E+002,1.28897947735429E+002	4.8217383611111103E+001,4.5725000000000001E+001,4.44400836352428E+001,4.6734460490840704E+001,5.0537579471421203E+001,5.1987462043682299E+001,4.945132	0,1,2,3,4,5,6	12207.03125	2	3051.7578125	200	28800	28800	HBA Dual Inner	34	0	18	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095460352	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095577088	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095442944	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095415296	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095592448	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.140957952	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095361024	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095415296	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095404032	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.1409556992	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095632384	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095617024	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095450112	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095561728	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095454208	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095665152	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095735808	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.1409541632	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095598592	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.1409545728	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095473664	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095589376	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095387648	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095409152	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095355904	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095443968	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095561728	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095418368	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095387648	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095355904	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095384576	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095752192	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095479808	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095362048	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095437824	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
103711	LC0_019	227026	227026	Interferometer - 110-190 MHz	CasaStorageManagers	0.14095576064	1.234002825E+002,1.1914386277729299E+002,1.20456556668685E+002,1.2039957593993699E+002,1.2033939763358001E+002,1.2027576806734599E+002,1.2020840454603	4.8217383611111103E+001,4.5132762499040901E+001,4.7179007104132602E+001,4.8178321864913201E+001,4.9177583071883198E+001,5.0177091491883203E+001,5.1177	0,1,2,3,4,5,6,7,8,9,	12.207032	2.00278	3.051758	200	21599	21599	HBA Dual Inner	37	0	9	1
