MOM_ID	SAS_ID	PROJECT	PREDECESSOR_MOM_ID	PREDECESSOR_SAS_ID	STORAGE_MANAGER	SPACE_USED	CHANNELWIDTH	MAX_EXPOSURE	MIN_EXPOSURE	NR_CORRELATED
575080	372802	LC4_007	575079	372800	CasaStorageManagers	0.00493647872	48828.125	1802.0	1802.0	1
575082	372806	LC4_007	575081	372804	CasaStorageManagers	0.00493647872	48828.125	1802.0	1802.0	1
578306	370540	Commissioning2015	578305	370538	CasaStorageManagers	3.7140037632	6103.515625	3600.0	3600.0	15
578308	370544	Commissioning2015	578307	370542	CasaStorageManagers	3.7140037632	6103.515625	3600.0	3600.0	15
578318	370558	Commissioning2015	578317	370556	CasaStorageManagers	3.7140037632	6103.515625	3600.0	3600.0	15
606568	421083	Commissioning2015	606567	421075	CasaStorageManagers	3.71400379392	6103.515625	3600.0	3600.0	15
622139	425951	LC5_022	622138	425141	CasaStorageManagers	0.19326918656	48828.125	1442.0	1442.0	410
622147	425969	LC5_022	622146	425153	CasaStorageManagers	0.19326237696	48828.125	1442.0	1442.0	410
622155	425967	LC5_022	622154	425165	CasaStorageManagers	0.19373443072	48828.125	1442.0	1442.0	411
622163	425965	LC5_022	622162	425177	CasaStorageManagers	0.19372577792	48828.125	1442.0	1442.0	411
622171	425963	LC5_022	622170	425189	CasaStorageManagers	0.19373423616	48828.125	1442.0	1442.0	411
622179	425961	LC5_022	622178	425201	CasaStorageManagers	0.19373590528	48828.125	1442.0	1442.0	411
622187	425959	LC5_022	622186	425213	CasaStorageManagers	0.19232231424	48828.125	1442.0	1442.0	408
622195	425957	LC5_022	622194	425225	CasaStorageManagers	0.19373715456	48828.125	1442.0	1442.0	411
622203	425955	LC5_022	622202	425237	CasaStorageManagers	0.19326087168	48828.125	1442.0	1442.0	410
622211	425953	LC5_022	622210	425249	CasaStorageManagers	0.19372982272	48828.125	1442.0	1442.0	411
628812	425575	LT5_006	628811	425573	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628814	425579	LT5_006	628813	425577	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628816	425583	LT5_006	628815	425581	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628818	425587	LT5_006	628817	425585	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628820	425591	LT5_006	628819	425589	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628822	425595	LT5_006	628821	425593	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628824	425599	LT5_006	628823	425597	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628826	425603	LT5_006	628825	425601	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628828	425607	LT5_006	628827	425605	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628830	425611	LT5_006	628829	425609	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628832	425615	LT5_006	628831	425613	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628834	425619	LT5_006	628833	425617	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628836	425623	LT5_006	628835	425621	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628838	425627	LT5_006	628837	425625	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628840	425631	LT5_006	628839	425629	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628842	425635	LT5_006	628841	425633	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628844	425639	LT5_006	628843	425637	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628846	425643	LT5_006	628845	425641	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628848	425647	LT5_006	628847	425645	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628850	425651	LT5_006	628849	425649	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628852	425655	LT5_006	628851	425653	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628854	425659	LT5_006	628853	425657	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628856	425663	LT5_006	628855	425661	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628858	425667	LT5_006	628857	425665	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628860	425671	LT5_006	628859	425669	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628862	425675	LT5_006	628861	425673	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628864	425679	LT5_006	628863	425677	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628866	425683	LT5_006	628865	425681	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628868	425687	LT5_006	628867	425685	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628870	425691	LT5_006	628869	425689	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628872	425695	LT5_006	628871	425693	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628874	425699	LT5_006	628873	425697	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628876	425703	LT5_006	628875	425701	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628878	425707	LT5_006	628877	425705	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628880	425711	LT5_006	628879	425709	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628882	425715	LT5_006	628881	425713	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628884	425719	LT5_006	628883	425717	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628886	425723	LT5_006	628885	425721	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628888	425727	LT5_006	628887	425725	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628890	425731	LT5_006	628889	425729	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628892	425735	LT5_006	628891	425733	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628894	425739	LT5_006	628893	425737	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628896	425743	LT5_006	628895	425741	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628898	425747	LT5_006	628897	425745	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628900	425751	LT5_006	628899	425749	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628902	425755	LT5_006	628901	425753	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628904	425759	LT5_006	628903	425757	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628906	425763	LT5_006	628905	425761	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628908	425767	LT5_006	628907	425765	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628910	425771	LT5_006	628909	425769	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628912	425775	LT5_006	628911	425773	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628914	425779	LT5_006	628913	425777	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628916	425783	LT5_006	628915	425781	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628918	425787	LT5_006	628917	425785	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628920	425791	LT5_006	628919	425789	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628922	425795	LT5_006	628921	425793	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628924	425799	LT5_006	628923	425797	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628926	425803	LT5_006	628925	425801	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628928	425807	LT5_006	628927	425805	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
628930	425811	LT5_006	628929	425809	CasaStorageManagers	0.01389441024	12207.03125	1502.0	1502.0	1
630145	426596	LC5_022	630144	426594	CasaStorageManagers	0.1952182272	48828.125	1442.0	1442.0	403
630153	426608	LC5_022	630152	426606	CasaStorageManagers	0.19568770048	48828.125	1442.0	1442.0	404
630161	426620	LC5_022	630160	426618	CasaStorageManagers	0.19910944768	48828.125	1442.0	1442.0	411
630201	426680	LC5_022	630200	426678	CasaStorageManagers	0.19908786176	48828.125	1442.0	1442.0	411
631369	426834	LC5_020	631368	426832	CasaStorageManagers	0.0195190784	48828.125	841.0	841.0	8
631371	426838	LC5_020	631370	426836	CasaStorageManagers	0.0219589632	48828.125	841.0	841.0	9
631373	426842	LC5_020	631372	426840	CasaStorageManagers	0.0219589632	48828.125	841.0	841.0	9
