MOM_ID	SAS_ID	PROJECT	OBSERVATION_TYPE	SUCCESSOR_MOM_ID	SUCCESSOR_SAS_ID	SUCCESSOR_TYPE	STORAGE_MANAGER	SPACE_USED	RA	DEC	SAPS	CHANNELWIDTH	CLOCK	TIME_RES	MAX_EXPOSURE	MIN_EXPOSURE	ANTENNA_SET	NR_STATIONS	NR_INT_STATIONS	NR_CORRELATED	Size dysco compr [TB]	Expected compression time if LBA per subband	Expected compression time if HBA per subband	Expected compression time per dataset [HR]
456064	258861	LC3_027	Beam Observation - 110-190 MHz				LofarStorageManager	0,7031594394	1,2340000000000001E+002	4,8217500000000001E+001	0	0,0	200	1,139	14399	0	HBA Dual	46	8	217	0,1828214542	1799,875	10439,275	629,2562986
456067	258863	LC3_027	Beam Observation - 110-190 MHz				LofarStorageManager	18,28240096	1,86E+02	2,14E+01	0	0,0	200	1,139	14399	0	HBA Dual	46	8	217	4,75342425	1799,875	10439,275	629,2562986
456073	258865	LC3_027	Beam Observation - 110-190 MHz				LofarStorageManager	0,7031594394	2,13E+02	5,2202777777800002E+001	0	0,0	200	1,139	14399	0	HBA Dual	46	8	217	0,1828214542	1799,875	10439,275	629,2562986
462439	262719	Commissioning2015	Beam Observation - 110-190 MHz				LofarStorageManager	0,9317480038	2,76E+02	7,4431111111099995E+001	0	0,0	200	2,278	14399	0	HBA Dual Inner	38	0	488	0,242254481	1799,875	10439,275	1415,101722
462442	262721	Commissioning2015	Beam Observation - 110-190 MHz				LofarStorageManager	0,9317480038	2,8063749999999999E+002	8,0053611111099997E+001	0	0,0	200	2,278	14399	0	HBA Dual Inner	38	0	488	0,242254481	1799,875	10439,275	1415,101722
462445	262723	Commissioning2015	Beam Observation - 110-190 MHz				LofarStorageManager	0,9317480038	2,95E+02	6,0701111111099998E+001	0	0,0	200	2,278	14399	0	HBA Dual Inner	38	0	488	0,242254481	1799,875	10439,275	1415,101722
462448	262725	Commissioning2015	Beam Observation - 110-190 MHz				LofarStorageManager	0,9317480038	3,05E+02	4,5358611111099997E+001	0	0,0	200	2,278	14399	0	HBA Dual Inner	38	0	488	0,242254481	1799,875	10439,275	1415,101722
462451	262727	Commissioning2015	Beam Observation - 110-190 MHz				LofarStorageManager	0,9317480038	3,08E+02	5,3748055555599997E+001	0	0,0	200	2,278	14399	0	HBA Dual Inner	38	0	488	0,242254481	1799,875	10439,275	1415,101722
462454	262729	Commissioning2015	Beam Observation - 110-190 MHz				LofarStorageManager	0,9317480038	3,0820833333299998E+002	4,3471388888900002E+001	0	0,0	200	2,278	14399	0	HBA Dual Inner	38	0	488	0,242254481	1799,875	10439,275	1415,101722
462457	262731	Commissioning2015	Beam Observation - 110-190 MHz				LofarStorageManager	0,9317480038	3,0875749999999999E+002	4,70E+01	0	0,0	200	2,278	14399	0	HBA Dual Inner	38	0	488	0,242254481	1799,875	10439,275	1415,101722
462460	262733	Commissioning2015	Beam Observation - 110-190 MHz				LofarStorageManager	0,9317480038	3,0894749999999999E+002	4,17E+01	0	0,0	200	2,278	14399	0	HBA Dual Inner	38	0	488	0,242254481	1799,875	10439,275	1415,101722
462463	262735	Commissioning2015	Beam Observation - 110-190 MHz				LofarStorageManager	0,9317480038	3,10E+02	5,1295277777800003E+001	0	0,0	200	2,278	14399	0	HBA Dual Inner	38	0	488	0,242254481	1799,875	10439,275	1415,101722
462466	262737	Commissioning2015	Beam Observation - 110-190 MHz				LofarStorageManager	0,9317480038	3,1022250000000003E+002	4,2278888888899999E+001	0	0,0	200	2,278	14399	0	HBA Dual Inner	38	0	488	0,242254481	1799,875	10439,275	1415,101722
462469	262739	Commissioning2015	Beam Observation - 110-190 MHz				LofarStorageManager	0,9317480038	3,16E+02	7,6800833333300005E+001	0	0,0	200	2,278	14399	0	HBA Dual Inner	38	0	488	0,242254481	1799,875	10439,275	1415,101722
462472	262741	Commissioning2015	Beam Observation - 110-190 MHz				LofarStorageManager	0,9317480038	3,1710666666700001E+002	4,9568333333299996E+001	0	0,0	200	2,278	14399	0	HBA Dual Inner	38	0	488	0,242254481	1799,875	10439,275	1415,101722
462475	262743	Commissioning2015	Beam Observation - 110-190 MHz				LofarStorageManager	0,9317480038	3,1955541666699997E+002	6,0794722222200001E+001	0	0,0	200	2,278	14399	0	HBA Dual Inner	38	0	488	0,242254481	1799,875	10439,275	1415,101722
462478	262745	Commissioning2015	Beam Observation - 110-190 MHz				LofarStorageManager	0,9317480038	3,1973166666700001E+002	4,9571666666699997E+001	0	0,0	200	2,278	14399	0	HBA Dual Inner	38	0	488	0,242254481	1799,875	10439,275	1415,101722
462481	262747	Commissioning2015	Beam Observation - 110-190 MHz				LofarStorageManager	0,9317480038	3,2119208333300003E+002	5,2016388888900003E+001	0	0,0	200	2,278	14399	0	HBA Dual Inner	38	0	488	0,242254481	1799,875	10439,275	1415,101722
462484	262749	Commissioning2015	Beam Observation - 110-190 MHz				LofarStorageManager	0,9298386842	3,2270791666700001E+002	8,4623055555600004E+001	0	0,0	200	2,278	14399	0	HBA Dual Inner	38	0	488	0,2417580579	1799,875	10439,275	1415,101722
462487	262751	Commissioning2015	Beam Observation - 110-190 MHz				LofarStorageManager	0,9317480038	3,29E+02	3,8001111111100002E+001	0	0,0	200	2,278	14399	0	HBA Dual Inner	38	0	488	0,242254481	1799,875	10439,275	1415,101722
462490	262753	Commissioning2015	Beam Observation - 110-190 MHz				LofarStorageManager	0,9298386842	3,3784208333300001E+002	3,9207222222200002E+001	0	0,0	200	2,278	14399	0	HBA Dual Inner	38	0	488	0,2417580579	1799,875	10439,275	1415,101722
462493	262755	Commissioning2015	Beam Observation - 110-190 MHz				LofarStorageManager	0,9317480038	3,4145625000000001E+002	3,9674999999999997E+001	0	0,0	200	2,278	14399	0	HBA Dual Inner	38	0	488	0,242254481	1799,875	10439,275	1415,101722
462496	262757	Commissioning2015	Beam Observation - 110-190 MHz				LofarStorageManager	0,9317480038	3,4278833333300003E+002	7,1865555555599997E+001	0	0,0	200	2,278	14399	0	HBA Dual Inner	38	0	488	0,242254481	1799,875	10439,275	1415,101722
462499	262759	Commissioning2015	Beam Observation - 110-190 MHz				LofarStorageManager	0,9317480038	3,43E+02	6,5065833333300006E+001	0	0,0	200	2,278	14399	0	HBA Dual Inner	38	0	488	0,242254481	1799,875	10439,275	1415,101722
462502	262761	Commissioning2015	Beam Observation - 110-190 MHz				LofarStorageManager	0,9317480038	3,5776458333300002E+002	6,4678055555599997E+001	0	0,0	200	2,278	14399	0	HBA Dual Inner	38	0	488	0,242254481	1799,875	10439,275	1415,101722
462505	262763	Commissioning2015	Beam Observation - 110-190 MHz				LofarStorageManager	0,9317480038	3,5897958333299999E+002	8,0078333333299994E+001	0	0,0	200	2,278	14399	0	HBA Dual Inner	38	0	488	0,242254481	1799,875	10439,275	1415,101722
462508	262765	Commissioning2015	Beam Observation - 110-190 MHz				LofarStorageManager	0,9317480038	3,5965458333300001E+002	4,4104999999999997E+001	0	0,0	200	2,278	14399	0	HBA Dual Inner	38	0	488	0,242254481	1799,875	10439,275	1415,101722
