MOM_ID	SAS_ID	PROJECT	OBSERVATION_TYPE	SUCCESSOR_MOM_ID	SUCCESSOR_SAS_ID	SUCCESSOR_TYPE	STORAGE_MANAGER	SPACE_USED	RA	DEC	SAPS	CHANNELWIDTH	CLOCK	TIME_RES	MAX_EXPOSURE	MIN_EXPOSURE	ANTENNA_SET	NR_STATIONS	NR_INT_STATIONS	NR_CORRELATED	Size dysco compr [TB]	Expected compression time if LBA per subband	Expected compression time if HBA per subband	Expected compression time per dataset [HR]
168816	73212	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382127104	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,0619353047	1799,875	10439,275	707,5508611
168818	73211	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691548774	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998026813	1799,875	10439,275	707,5508611
168820	73210	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382127104	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,0619353047	1799,875	10439,275	707,5508611
168822	73209	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691548774	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998026813	1799,875	10439,275	707,5508611
168824	73208	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382127104	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,0619353047	1799,875	10439,275	707,5508611
168826	73207	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691548774	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998026813	1799,875	10439,275	707,5508611
168828	73206	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382127104	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,0619353047	1799,875	10439,275	707,5508611
168830	73205	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691548774	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998026813	1799,875	10439,275	707,5508611
168832	73204	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382127104	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,0619353047	1799,875	10439,275	707,5508611
168834	73203	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691548774	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998026813	1799,875	10439,275	707,5508611
168836	73202	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382127104	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,0619353047	1799,875	10439,275	707,5508611
168838	73201	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,269154775	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998024151	1799,875	10439,275	707,5508611
168840	73200	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382127104	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,0619353047	1799,875	10439,275	707,5508611
168842	73199	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691548774	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998026813	1799,875	10439,275	707,5508611
168844	73198	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,4764254208	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	488	0,1238706094	1799,875	10439,275	1415,101722
168846	73197	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691548774	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998026813	1799,875	10439,275	707,5508611
168848	73196	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382116864	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06193503846	1799,875	10439,275	707,5508611
168850	73195	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691515187	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06997939487	1799,875	10439,275	707,5508611
168852	73194	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382127104	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,0619353047	1799,875	10439,275	707,5508611
168854	73193	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691548774	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998026813	1799,875	10439,275	707,5508611
168856	73192	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382127104	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,0619353047	1799,875	10439,275	707,5508611
168858	73191	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691548774	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998026813	1799,875	10439,275	707,5508611
168860	73190	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382127104	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,0619353047	1799,875	10439,275	707,5508611
168862	73189	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691548774	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998026813	1799,875	10439,275	707,5508611
168864	73188	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382127104	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,0619353047	1799,875	10439,275	707,5508611
168866	73187	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691548774	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998026813	1799,875	10439,275	707,5508611
168868	73186	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382127104	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,0619353047	1799,875	10439,275	707,5508611
168870	73185	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,269154775	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998024151	1799,875	10439,275	707,5508611
168872	73184	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382127104	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,0619353047	1799,875	10439,275	707,5508611
168874	73183	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691548774	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998026813	1799,875	10439,275	707,5508611
168878	73181	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691548774	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998026813	1799,875	10439,275	707,5508611
168880	73180	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382127104	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,0619353047	1799,875	10439,275	707,5508611
168882	73179	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691548774	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998026813	1799,875	10439,275	707,5508611
168884	73178	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382127104	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,0619353047	1799,875	10439,275	707,5508611
168886	73177	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691548774	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998026813	1799,875	10439,275	707,5508611
168888	73176	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382127104	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,0619353047	1799,875	10439,275	707,5508611
168890	73175	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691548774	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998026813	1799,875	10439,275	707,5508611
168892	73174	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382127104	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,0619353047	1799,875	10439,275	707,5508611
168894	73173	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691548774	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998026813	1799,875	10439,275	707,5508611
168896	73172	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382116864	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06193503846	1799,875	10439,275	707,5508611
168898	73171	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691548774	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998026813	1799,875	10439,275	707,5508611
168900	73170	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382116864	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06193503846	1799,875	10439,275	707,5508611
168902	73169	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691548774	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998026813	1799,875	10439,275	707,5508611
168904	73168	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,4764254208	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	488	0,1238706094	1799,875	10439,275	1415,101722
168906	73167	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691548774	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998026813	1799,875	10439,275	707,5508611
168908	73166	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382127104	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,0619353047	1799,875	10439,275	707,5508611
168910	73165	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691548774	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998026813	1799,875	10439,275	707,5508611
168912	73164	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382127104	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,0619353047	1799,875	10439,275	707,5508611
168914	73163	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691548774	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998026813	1799,875	10439,275	707,5508611
168916	73162	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382116864	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06193503846	1799,875	10439,275	707,5508611
168918	73161	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691548774	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998026813	1799,875	10439,275	707,5508611
168920	73160	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382127104	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,0619353047	1799,875	10439,275	707,5508611
168922	73159	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691548774	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998026813	1799,875	10439,275	707,5508611
168924	73158	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382116864	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06193503846	1799,875	10439,275	707,5508611
168926	73157	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691548774	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998026813	1799,875	10439,275	707,5508611
168928	73156	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382127104	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,0619353047	1799,875	10439,275	707,5508611
168930	73155	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2691548774	3,5639166666666704E+001	4,2349166666666697E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,06998026813	1799,875	10439,275	707,5508611
168932	73154	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	0,2382127104	2,44220808333333E+001	3,3159759444444397E+001	0	0,30517578125	200	2,0	14399	0	HBA Dual	32	0	244	0,0619353047	1799,875	10439,275	707,5508611
167207	72809	Commissioning2012	Interferometer - 110-190 MHz				LofarStorageManager	3,130915553	5,5027041666666697E+001,5,3247531250000002E+001,5,6986718750000001E+001,5,9873947916666701E+001	5,4094083333333302E+001,5,4578694444444402E+001,5,5958750000000002E+001,5,0963916666666698E+001	0,1,2,3	0,30517578125	200	1,0	14399	0	HBA Joined	40	8	244	0,8140380439	1799,875	10439,275	707,5508611
132114	64738	Commissioning2012	Beam Observation - 10-90 MHz				LofarStorageManager	0,1986057216	1,6623520833333299E+002,8,3633083333333303E+001,1,8770591666666701E+002	5,8892777777777798E+000,2,2014500000000002E+001,1,2391111111111099E+001	0,1,2	0,30517578125	200	1,0	14399	0	LBA Outer	29	0	33	0,05163748762	1799,875	10439,275	16,49885417
132110	64737	Commissioning2012	Beam Observation - 110-190 MHz				LofarStorageManager	0,5588994048	1,66244583333333E+002,8,3633083333333303E+001,1,8770591666666701E+002	5,8853888888888903E+000,2,2014500000000002E+001,1,2391111111111099E+001	0,1,2	0,30517578125	200	1,0	14399	0	HBA Dual	29	0	33	0,1453138452	1799,875	10439,275	95,69335417
131916	64674	Commissioning2012	Beam Observation - 10-90 MHz				LofarStorageManager	0,1986057216	1,65397416666667E+002,8,3633083333333303E+001,1,8770591666666701E+002	6,2374999999999998E+000,2,2014500000000002E+001,1,2391111111111099E+001	0,1,2	0,30517578125	200	1,0	14399	0	LBA Outer	29	0	33	0,05163748762	1799,875	10439,275	16,49885417
131912	64673	Commissioning2012	Beam Observation - 110-190 MHz				LofarStorageManager	0,5588994048	1,65406791666667E+002,8,3633083333333303E+001,1,8770591666666701E+002	6,26694444444444E+000,2,2014500000000002E+001,1,2391111111111099E+001	0,1,2	0,30517578125	200	1,0	14399	0	HBA Dual	29	0	33	0,1453138452	1799,875	10439,275	95,69335417
131675	64656	Commissioning2012	Beam Observation - 10-90 MHz				LofarStorageManager	0,2123387904	1,6531608333333301E+002,8,3633083333333303E+001,1,8770591666666701E+002	6,27122222222222E+000,2,2014500000000002E+001,1,2391111111111099E+001	0,1,2	0,30517578125	200	1,0	14399	0	LBA Outer	30	0	33	0,0552080855	1799,875	10439,275	16,49885417
131671	64655	Commissioning2012	Beam Observation - 110-190 MHz				LofarStorageManager	0,604927488	1,6532545833333299E+002,8,3633083333333303E+001,1,8770591666666701E+002	6,2673333333333296E+000,2,2014500000000002E+001,1,2391111111111099E+001	0,1,2	0,30517578125	200	1,0	14399	0	HBA Dual	30	0	33	0,1572811469	1799,875	10439,275	95,69335417
131569	64584	Commissioning2012	Beam Observation - 10-90 MHz				LofarStorageManager	0,2263962624	1,6443375E+002,8,3633083333333303E+001,1,8770591666666701E+002	6,6358333333333297E+000,2,2014500000000002E+001,1,2391111111111099E+001	0,1,2	0,30517578125	200	1,0	14399	0	LBA Outer	31	0	33	0,05886302822	1799,875	10439,275	16,49885417
131565	64583	Commissioning2012	Beam Observation - 110-190 MHz				LofarStorageManager	0,6527803392	1,6444312500000001E+002,8,3633083333333303E+001,1,8770591666666701E+002	6,6319722222222204E+000,2,2014500000000002E+001,1,2391111111111099E+001	0,1,2	0,30517578125	200	1,0	14399	0	HBA Dual	31	0	33	0,1697228882	1799,875	10439,275	95,69335417
131515	64548	Commissioning2012	Beam Observation - 10-90 MHz				LofarStorageManager	0,2263962624	1,63531791666667E+002,8,3633083333333303E+001,1,8770591666666701E+002	7,0064166666666701E+000,2,2014500000000002E+001,1,2391111111111099E+001	0,1,2	0,30517578125	200	1,0	14399	0	LBA Outer	31	0	33	0,05886302822	1799,875	10439,275	16,49885417
131511	64547	Commissioning2012	Beam Observation - 110-190 MHz				LofarStorageManager	0,6527803392	1,6354116666666701E+002,8,3633083333333303E+001,1,8770591666666701E+002	7,0025555555555599E+000,2,2014500000000002E+001,1,2391111111111099E+001	0,1,2	0,30517578125	200	1,0	14399	0	HBA Dual	31	0	33	0,1697228882	1799,875	10439,275	95,69335417
119931	59609	Commissioning2012	Beam Observation - 30-90 MHz				LofarStorageManager	0,3213213696	8,3633083333333303E+001,6,9268208333333305E+001,9,4511250000000004E+001	2,2014500000000002E+001,2,9670527777777799E+001,2,266E+001	1,2,3	0,30517578125	200	1,0	14399	0	LBA Outer	32	0	44	0,0835435561	1799,875	10439,275	21,99847222
119940	59611	Commissioning2012	Beam Observation - 110-190 MHz				LofarStorageManager	0,9366106112	8,3633083333333303E+001,6,9268208333333305E+001,9,4511250000000004E+001	2,2014500000000002E+001,2,9670527777777799E+001,2,266E+001	1,2,3	0,30517578125	200	1,0	14399	0	HBA Dual	32	0	44	0,2435187589	1799,875	10439,275	127,5911389
119970	59716	Commissioning2012	Beam Observation - 10-90 MHz				LofarStorageManager	0,2652987392	8,8436833333333297E+001,8,3633083333333303E+001,6,9268208333333305E+001,9,4511250000000004E+001	2,34285833333333E+001,2,2014500000000002E+001,2,9670527777777799E+001,2,266E+001	0,1,2,3	0,30517578125	200	1,0	14399	0	LBA Outer	30	0	44	0,06897767219	1799,875	10439,275	21,99847222
119975	59715	Commissioning2012	Beam Observation - 110-190 MHz				LofarStorageManager	0,7557738496	8,8447666666666706E+001,8,3633083333333303E+001,6,9268208333333305E+001,9,4511250000000004E+001	2,34286944444444E+001,2,2014500000000002E+001,2,9670527777777799E+001,2,266E+001	0,1,2,3	0,30517578125	200	1,0	14399	0	HBA Dual	30	0	44	0,1965012009	1799,875	10439,275	127,5911389
120096	59748	Commissioning2012	Beam Observation - 10-90 MHz				LofarStorageManager	0,2831228928	8,8566833333333307E+001,8,3633083333333303E+001,6,9268208333333305E+001,9,4511250000000004E+001	2,3429833333333299E+001,2,2014500000000002E+001,2,9670527777777799E+001,2,266E+001	0,1,2,3	0,30517578125	200	1,0	14399	0	LBA Outer	30	0	44	0,07361195213	1799,875	10439,275	21,99847222
120091	59747	Commissioning2012	Beam Observation - 110-190 MHz				LofarStorageManager	0,806569984	8,8577666666666701E+001,8,3633083333333303E+001,6,9268208333333305E+001,9,4511250000000004E+001	2,3429944444444398E+001,2,2014500000000002E+001,2,9670527777777799E+001,2,266E+001	0,1,2,3	0,30517578125	200	1,0	14399	0	HBA Dual	30	0	44	0,2097081958	1799,875	10439,275	127,5911389
120032	59767	Commissioning2012	Beam Observation - 110-190 MHz				LofarStorageManager	0,686112768	9,0527833333333305E+001,8,3633083333333303E+001,6,9268208333333305E+001,9,4511250000000004E+001	2,3435500000000001E+001,2,2014500000000002E+001,2,9670527777777799E+001,2,266E+001	0,1,2,3	0,30517578125	200	1,0	14399	0	HBA Dual	27	0	44	0,1783893197	1799,875	10439,275	127,5911389
120047	59766	Commissioning2012	Beam Observation - 10-90 MHz				LofarStorageManager	0,3018616832	9,2596416666666698E+001,8,3633083333333303E+001,6,9268208333333305E+001,9,4511250000000004E+001	2,3414944444444401E+001,2,2014500000000002E+001,2,9670527777777799E+001,2,266E+001	0,1,2,3	0,30517578125	200	1,0	14399	0	LBA Outer	31	0	44	0,07848403763	1799,875	10439,275	21,99847222
120042	59765	Commissioning2012	Beam Observation - 110-190 MHz				LofarStorageManager	0,8703737856	9,2607249999999993E+001,8,3633083333333303E+001,6,9268208333333305E+001,9,4511250000000004E+001	2,3414750000000002E+001,2,2014500000000002E+001,2,9670527777777799E+001,2,266E+001	0,1,2,3	0,30517578125	200	1,0	14399	0	HBA Dual	31	0	44	0,2262971843	1799,875	10439,275	127,5911389
120889	60353	Commissioning2012	Beam Observation - 10-90 MHz				LofarStorageManager	0,3013220352	9,5712500000000006E+001,8,3633083333333303E+001,6,9268208333333305E+001,9,4511250000000004E+001	2,33325E+001,2,2014500000000002E+001,2,9670527777777799E+001,2,266E+001	0,1,2,3	0,30517578125	200	1,0	14399	0	LBA Outer	31	0	44	0,07834372915	1799,875	10439,275	21,99847222
120884	60352	Commissioning2012	Beam Observation - 110-190 MHz				LofarStorageManager	0,8703737856	9,5723333333333301E+001,8,3633083333333303E+001,6,9268208333333305E+001,9,4511250000000004E+001	2,33321111111111E+001,2,2014500000000002E+001,2,9670527777777799E+001,2,266E+001	0,1,2,3	0,30517578125	200	1,0	14399	0	HBA Dual	31	0	44	0,2262971843	1799,875	10439,275	127,5911389
120067	59762	Commissioning2012	Beam Observation - 10-90 MHz				LofarStorageManager	0,301830144	9,6749958333333296E+001,8,3633083333333303E+001,6,9268208333333305E+001,9,4511250000000004E+001	2,3291333333333299E+001,2,2014500000000002E+001,2,9670527777777799E+001,2,266E+001	0,1,2,3	0,30517578125	200	1,0	14399	0	LBA Outer	31	0	44	0,07847583744	1799,875	10439,275	21,99847222
120062	59761	Commissioning2012	Beam Observation - 110-190 MHz				LofarStorageManager	0,8307789824	9,6760791666666705E+001,8,3633083333333303E+001,6,9268208333333305E+001,9,4511250000000004E+001	2,3290861111111099E+001,2,2014500000000002E+001,2,9670527777777799E+001,2,266E+001	0,1,2,3	0,30517578125	200	1,0	14399	0	HBA Dual	31	0	44	0,2160025354	1799,875	10439,275	127,5911389
121236	60537	Commissioning2012	Beam Observation - 10-90 MHz				LofarStorageManager	0,3213213696	9,9692937479377804E+001,8,3632930481860896E+001,6,9268305600136003E+001,9,4511107180214694E+001	2,31383848943427E+001,2,2014528179193601E+001,2,9670504829290699E+001,2,2660022431188001E+001	0,1,2,3	0,30517578125	200	1,0	14399	0	LBA Outer	32	0	44	0,0835435561	1799,875	10439,275	21,99847222
121231	60536	Commissioning2012	Beam Observation - 110-190 MHz				LofarStorageManager	0,9366106112	9,9692937479377804E+001,8,3632930481860896E+001,6,9268305600136003E+001,9,4511107180214694E+001	2,31383848943427E+001,2,2014528179193601E+001,2,9670504829290699E+001,2,2660022431188001E+001	0,1,2,3	0,30517578125	200	1,0	14399	0	HBA Dual	32	0	44	0,2435187589	1799,875	10439,275	127,5911389
121294	60581	Commissioning2012	Beam Observation - 10-90 MHz				LofarStorageManager	0,3140186112	1,029555E+002,8,3633083333333303E+001,6,9268208333333305E+001,9,4511250000000004E+001	2,2902000000000001E+001,2,2014500000000002E+001,2,9670527777777799E+001,2,266E+001	0,1,2,3	0,30517578125	200	1,0	14399	0	LBA Outer	32	0	44	0,08164483891	1799,875	10439,275	21,99847222
121289	60580	Commissioning2012	Beam Observation - 110-190 MHz				LofarStorageManager	0,9153240064	1,0296625E+002,8,3633083333333303E+001,6,9268208333333305E+001,9,4511250000000004E+001	2,2901111111111099E+001,2,2014500000000002E+001,2,9670527777777799E+001,2,266E+001	0,1,2,3	0,30517578125	200	1,0	14399	0	HBA Dual	32	0	44	0,2379842417	1799,875	10439,275	127,5911389
121724	60887	Commissioning2012	Beam Observation - 10-90 MHz				LofarStorageManager	0,3010842624	1,0501456948055301E+002,8,3632930481860896E+001,6,9268305600136003E+001,9,4511107180214694E+001	2,2718750605188902E+001,2,2014528179193601E+001,2,9670504829290699E+001,2,2660022431188001E+001	0,1,2,3	0,30517578125	200	1,0	14399	0	LBA Outer	31	0	44	0,07828190822	1799,875	10439,275	21,99847222
121719	60886	Commissioning2012	Beam Observation - 110-190 MHz				LofarStorageManager	0,9366106112	1,0502545567865999E+002,8,3632930481860896E+001,6,9268305600136003E+001,9,4511107180214694E+001	2,2717719281157599E+001,2,2014528179193601E+001,2,9670504829290699E+001,2,2660022431188001E+001	0,1,2,3	0,30517578125	200	1,0	14399	0	HBA Dual	32	0	44	0,2435187589	1799,875	10439,275	127,5911389
121753	60932	Commissioning2012	Beam Observation - 110-190 MHz				LofarStorageManager	0,9098300416	1,0605276900533001E+002,8,3632930481860896E+001,6,9268305600136003E+001,9,4511107180214694E+001	2,2616133864080901E+001,2,2014528179193601E+001,2,9670504829290699E+001,2,2660022431188001E+001	0,1,2,3	0,30517578125	200	1,0	14399	0	HBA Dual	32	0	44	0,2365558108	1799,875	10439,275	127,5911389
121769	60945	Commissioning2012	Beam Observation - 10-90 MHz				LofarStorageManager	0,754654208	1,06041882807223E+002	2,2617222483891702E+001	0	0,30517578125	200	1,0	14399	0	LBA Outer	31	0	0	0,1962100941	1799,875	10439,275	0
123027	61419	Commissioning2012	Beam Observation - 10-90 MHz				LofarStorageManager	0,6040387584	1,0997212500000001E+002,8,3633083333333303E+001,6,9268208333333305E+001,9,4511250000000004E+001	2,2167083333333299E+001,2,2014500000000002E+001,2,9670527777777799E+001,2,266E+001	0,1,2,3	0,30517578125	200	1,0	14399	0	LBA Outer	31	0	44	0,1570500772	1799,875	10439,275	21,99847222
123267	61608	Commissioning2012	Beam Observation - 10-90 MHz				LofarStorageManager	0,6040387584	1,1202266666666701E+002,8,3633083333333303E+001,6,9268208333333305E+001,9,4511250000000004E+001	2,28933888888889E+001,2,2014500000000002E+001,2,9670527777777799E+001,2,266E+001	0,1,2,3	0,30517578125	200	1,0	14399	0	LBA Outer	31	0	44	0,1570500772	1799,875	10439,275	21,99847222
