MOM_ID	SAS_ID	PROJECT	OBSERVATION_TYPE	SUCCESSOR_MOM_ID	SUCCESSOR_SAS_ID	SUCCESSOR_TYPE	STORAGE_MANAGER	SPACE_USED	RA	DEC	SAPS	CHANNELWIDTH	CLOCK	TIME_RES	MAX_EXPOSURE	MIN_EXPOSURE	ANTENNA_SET	NR_STATIONS	NR_INT_STATIONS	NR_CORRELATED	Size dysco compr [TB]	Expected compression time if LBA per subband	Expected compression time if HBA per subband	Expected compression time per dataset
938445	701167	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	1,6888300000000001E+001,8,3633083333300007E+001	7,1765333333299992E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
936808	700645	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	1,49058083333E+001,8,3633083333300007E+001	6,3611750000000002E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
937796	700905	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822488504	1,6585383333300001E+001,8,3633083333300007E+001	7,0517777777799999E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,4738470111	1052,85	4562,35	35,095
936813	700649	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	1,49813708333E+001,8,3633083333300007E+001	6,3926611111099998E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
938455	701175	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	1,6888291666699999E+001,8,3633083333300007E+001	7,1765305555600012E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
937801	700909	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	1,6661058333300002E+001,8,3633083333300007E+001	7,0830583333300003E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
936818	700653	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	1,5057220833299999E+001,8,3633083333300007E+001	6,4241027777799991E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
937806	700913	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	1,6736645833299999E+001,8,3633083333300007E+001	7,1142777777799999E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
936996	700773	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	1,57452916667E+001,8,3633083333300007E+001	6,7073111111100001E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
937811	700917	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	1,6812345833299997E+001,8,3633083333300007E+001	7,1454388888900002E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
938668	701327	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,869260616	1,8343433333299998E+001,8,3633083333300007E+001	7,7664388888900007E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7199	7199,0	LBA Outer	36	0	120	0,4860077601	1079,85	4679,35	35,995
937001	700777	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	1,58208041667E+001,8,3633083333300007E+001	6,7386972222199999E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
937816	700921	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	1,6888341666700001E+001,8,3633083333300007E+001	7,17654722222E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
937006	700781	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	0,9113604096	1,5896433333299999E+001,8,3633083333300007E+001	6,7700250000000004E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,2369537065	1052,85	4562,35	35,095
938673	701331	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,594826998	1,8419533333299995E+001,8,3633083333300007E+001	7,7974249999999987E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,4146550194	1052,85	4562,35	35,095
938688	701343	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	1,86469791667E+001,8,3633083333300007E+001	7,8900138888900004E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
938693	701347	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	0,5771949261	1,8723129166700001E+001,8,3633083333300007E+001	7,92075E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,1500706808	1052,85	4562,35	35,095
938879	701471	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,869418906	1,92619208333E+001,8,3633083333300007E+001	8,1361611111100007E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7199	7199,0	LBA Outer	36	0	120	0,4860489155	1079,85	4679,35	35,995
939090	701615	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,869357916	2,0181520833299999E+001,8,3633083333300007E+001	8,5035805555599993E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7199	7199,0	LBA Outer	36	0	120	0,4860330582	1079,85	4679,35	35,995
939643	702047	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,868059771	2,2024295833299995E+001,8,3633083333300007E+001	9,2311333333299999E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7199	7199,0	LBA Outer	36	0	120	0,4856955404	1079,85	4679,35	35,995
939429	701901	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,869305641	2,1102287500000003E+001,8,3633083333300007E+001	8,8686027777799996E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7199	7199,0	LBA Outer	36	0	120	0,4860194666	1079,85	4679,35	35,995
939648	702051	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822693233	2,2100783333300001E+001,8,3633083333300007E+001	9,2613361111099994E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,4739002405	1052,85	4562,35	35,095
938884	701475	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	1,9338112500000001E+001,8,3633083333300007E+001	8,16696111111E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
939434	701905	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822706299	2,1178670833300004E+001,8,3633083333300007E+001	8,8990111111099992E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,4739036377	1052,85	4562,35	35,095
938889	701479	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	1,9414033333300001E+001,8,3633083333300007E+001	8,1977055555600007E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
939439	701909	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	2,1254787499999999E+001,8,3633083333300007E+001	8,9293555555600008E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
938894	701483	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	1,9489870833299999E+001,8,3633083333300007E+001	8,2283777777800005E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
938899	701487	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	1,9565820833299998E+001,8,3633083333300007E+001	8,2589805555600027E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
939444	701913	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	2,1330820833299999E+001,8,3633083333300007E+001	8,9596250000000008E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
939653	702055	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	2,2177008333300002E+001,8,3633083333300007E+001	9,2914722222199977E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
939095	701619	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822713559	2,02578E+001,8,3633083333300007E+001	8,5341888888900002E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,4739055254	1052,85	4562,35	35,095
939658	702059	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	2,22531458333E+001,8,3633083333300007E+001	9,3215305555600008E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
939663	702063	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	2,2329408333300002E+001,8,3633083333300007E+001	9,3515055555599993E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
939668	702067	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	2,24059708333E+001,8,3633083333300007E+001	9,3814194444400005E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
939449	701917	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	2,1406970833300004E+001,8,3633083333300007E+001	8,9898194444400001E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
939454	701921	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	2,1483420833300002E+001,8,3633083333300007E+001	9,0199499999999997E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
939105	701627	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	2,0409749999999995E+001,8,3633083333300007E+001	8,5952138888899992E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
939110	701631	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	2,0485800000000001E+001,8,3633083333300007E+001	8,6256138888899994E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
939115	701635	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,822720819	2,0562149999999999E+001,8,3633083333300007E+001	8,6559555555600003E+000,2,2014500000000002E+001	0,1	0	200	0,167772	7019	7019,0	LBA Outer	36	0	120	0,473907413	1052,85	4562,35	35,095
953323	710084	LC11_001	Beam Observation - 10-90 MHz				LofarStorageManager	1,706510582	5,3596525E+001,1,2340023333300003E+002	1,9233149999999995E+001,4,8217399999999998E+001	0,1	0	200	0,167772	3599	3599,0	LBA Outer	49	13	120	0,4436927513	719,8	2519,3	23,99333333
953328	710088	LC11_001	Beam Observation - 10-90 MHz				LofarStorageManager	3,435513446	5,3657999999999994E+001,8,3633083333300007E+001	1,9247455555599998E+001,2,2014500000000002E+001	0,1	0	200	0,167772	7199	7199,0	LBA Outer	49	13	120	0,8932334961	1079,85	4679,35	35,995
953333	710092	LC11_001	Beam Observation - 110-190 MHz				LofarStorageManager	3,784846541	5,3719387500000003E+001,1,2340023333300003E+002	1,9261675E+001,4,8217399999999998E+001	0,1	0	200	0,167772	3599	3599,0	HBA Dual Inner	49	13	120	0,9840601006	719,8	2519,3	83,97666667
953338	710096	LC11_001	Beam Observation - 110-190 MHz				LofarStorageManager	3,784846541	5,3760312499999998E+001,8,3633083333300007E+001	1,9271102777800003E+001,2,2014500000000002E+001	0,1	0	200	0,167772	3599	3599,0	HBA Dual Inner	49	13	120	0,9840601006	719,8	2519,3	83,97666667
967585	733525	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,671422024	1,4145626666699999E+002,8,3633083333300007E+001	1,5115283333300003E+001,2,2014500000000002E+001	0,1	0	200	0,167772	7199	7199,0	LBA Outer	34	0	120	0,4345697262	1079,85	4679,35	35,995
967590	733529	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,67168041	1,41534579167E+002,8,3633083333300007E+001	1,50905777778E+001,2,2014500000000002E+001	0,1	0	200	0,167772	7199	7199,0	LBA Outer	34	0	120	0,4346369065	1079,85	4679,35	35,995
967595	733533	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,657813402	1,4161258333299998E+002,8,3633083333300007E+001	1,50657722222E+001,2,2014500000000002E+001	0,1	0	200	0,167772	7139	7139,0	LBA Outer	34	0	120	0,4310314844	1070,85	4640,35	35,695
967600	733537	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	0,6129266688	1,4170992083300001E+002,8,3633083333300007E+001	1,50345888889E+001,2,2014500000000002E+001	0,1	0	200	0,167772	2639	2639,0	LBA Outer	34	0	120	0,1593609339	527,8	1847,3	17,59333333
967605	733541	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,657813402	1,4176839166700003E+002,8,3633083333300007E+001	1,50157833333E+001,2,2014500000000002E+001	0,1	0	200	0,167772	7139	7139,0	LBA Outer	34	0	120	0,4310314844	1070,85	4640,35	35,695
967610	733545	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	1,869420134	1,4184659166700001E+002,8,3633083333300007E+001	1,4990627777799997E+001,2,2014500000000002E+001	0,1	0	200	0,167772	7199	7199,0	LBA Outer	36	0	120	0,4860492349	1079,85	4679,35	35,995
967935	733651	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	0,4180033536	1,4239935E+002,8,3633083333300007E+001	1,4814897222200001E+001,2,2014500000000002E+001	0,1	0	200	0,671089	7199	7199,0	LBA Outer	34	0	120	0,1086808719	1079,85	4679,35	35,995
967940	733655	LT10_002	Beam Observation - 10-90 MHz				LofarStorageManager	0,4180033536	1,4247746666699996E+002,8,3633083333300007E+001	1,4789855555600001E+001,2,2014500000000002E+001	0,1	0	200	0,671089	7199	7199,0	LBA Outer	34	0	120	0,1086808719	1079,85	4679,35	35,995
